TrackId,Name,AlbumId,MediaTypeId,GenreId,Composer
195,Let Me Love You Baby,20,1,6,Willie Dixon
196,Stone Crazy,20,1,6,Buddy Guy
197,Pretty Baby,20,1,6,Willie Dixon
198,When My Left Eye Jumps,20,1,6,Al Perkins/Willie Dixon
199,Leave My Girl Alone,20,1,6,Buddy Guy
200,She Suits Me To A Tee,20,1,6,Buddy Guy
201,Keep It To Myself (Aka Keep It To Yourself),20,1,6,Sonny Boy Williamson [I]
202,My Time After Awhile,20,1,6,Robert Geddins/Ron Badger/Sheldon Feinberg
203,Too Many Ways (Alternate),20,1,6,Willie Dixon
204,Talkin' 'Bout Women Obviously,20,1,6,Amos Blakemore/Buddy Guy
323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",29,1,9,Cassiano Costa/Cintia Maviane/J.F./Lucas Costa
324,Pererê,29,1,9,Augusto Conceição/Chiclete Com Banana
325,TriboTchan,29,1,9,Cal Adan/Paulo Levi
326,"Tapa Aqui, Descobre Ali",29,1,9,Paulo Levi/W. Rangel
327,Daniela,29,1,9,Jorge Cardoso/Pierre Onasis
328,Bate Lata,29,1,9,Fábio Nolasco/Gal Sales/Ivan Brasil
329,Garotas do Brasil,29,1,9,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira"
330,Levada do Amor (Ailoviu),29,1,9,Luiz Wanderley/Paulo Levi
331,Lavadeira,29,1,9,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto"
332,Reboladeira,29,1,9,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill
333,É que Nessa Encarnação Eu Nasci Manga,29,1,9,Lucina/Luli
334,Reggae Tchan,29,1,9,"Cal Adan/Del Rey, Tension/Edu Casanova"
335,My Love,29,1,9,Jauperi/Zeu Góes
336,Latinha de Cerveja,29,1,9,Adriano Bernandes/Edmar Neves
337,You Shook Me,30,1,1,J B Lenoir/Willie Dixon
338,I Can't Quit You Baby,30,1,1,Willie Dixon
339,Communication Breakdown,30,1,1,Jimmy Page/John Bonham/John Paul Jones
340,Dazed and Confused,30,1,1,Jimmy Page
341,The Girl I Love She Got Long Black Wavy Hair,30,1,1,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant
342,What is and Should Never Be,30,1,1,Jimmy Page/Robert Plant
343,Communication Breakdown(2),30,1,1,Jimmy Page/John Bonham/John Paul Jones
344,Travelling Riverside Blues,30,1,1,Jimmy Page/Robert Johnson/Robert Plant
345,Whole Lotta Love,30,1,1,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon
346,Somethin' Else,30,1,1,Bob Cochran/Sharon Sheeley
347,Communication Breakdown(3),30,1,1,Jimmy Page/John Bonham/John Paul Jones
348,I Can't Quit You Baby(2),30,1,1,Willie Dixon
349,You Shook Me(2),30,1,1,J B Lenoir/Willie Dixon
350,How Many More Times,30,1,1,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant
351,Debra Kadabra,31,1,1,Frank Zappa
352,Carolina Hard-Core Ecstasy,31,1,1,Frank Zappa
353,Sam With The Showing Scalp Flat Top,31,1,1,Don Van Vliet
354,Poofter's Froth Wyoming Plans Ahead,31,1,1,Frank Zappa
355,200 Years Old,31,1,1,Frank Zappa
356,Cucamonga,31,1,1,Frank Zappa
357,Advance Romance,31,1,1,Frank Zappa
358,Man With The Woman Head,31,1,1,Don Van Vliet
359,Muffin Man,31,1,1,Frank Zappa
360,Vai-Vai 2001,32,1,10,
361,X-9 2001,32,1,10,
362,Gavioes 2001,32,1,10,
363,Nene 2001,32,1,10,
364,Rosas De Ouro 2001,32,1,10,
365,Mocidade Alegre 2001,32,1,10,
366,Camisa Verde 2001,32,1,10,
367,Leandro De Itaquera 2001,32,1,10,
368,Tucuruvi 2001,32,1,10,
369,Aguia De Ouro 2001,32,1,10,
370,Ipiranga 2001,32,1,10,
371,Morro Da Casa Verde 2001,32,1,10,
372,Perola Negra 2001,32,1,10,
373,Sao Lucas 2001,32,1,10,
408,Free Speech For The Dumb,35,1,3,Molaney/Morris/Roberts/Wainwright
409,It's Electric,35,1,3,Harris/Tatler
410,Sabbra Cadabra,35,1,3,Black Sabbath
411,Turn The Page,35,1,3,Seger
412,Die Die My Darling,35,1,3,Danzig
413,Loverman,35,1,3,Cave
414,Mercyful Fate,35,1,3,Diamond/Shermann
415,Astronomy,35,1,3,A.Bouchard/J.Bouchard/S.Pearlman
416,Whiskey In The Jar,35,1,3,Traditional
417,Tuesday's Gone,35,1,3,Collins/Van Zandt
418,The More I See,35,1,3,Molaney/Morris/Roberts/Wainwright
419,A Kind Of Magic,36,1,1,Roger Taylor
420,Under Pressure,36,1,1,Queen & David Bowie
421,Radio GA GA,36,1,1,Roger Taylor
422,I Want It All,36,1,1,Queen
423,I Want To Break Free,36,1,1,John Deacon
424,Innuendo,36,1,1,Queen
425,It's A Hard Life,36,1,1,Freddie Mercury
426,Breakthru,36,1,1,Queen
427,Who Wants To Live Forever,36,1,1,Brian May
428,Headlong,36,1,1,Queen
429,The Miracle,36,1,1,Queen
430,I'm Going Slightly Mad,36,1,1,Queen
431,The Invisible Man,36,1,1,Queen
432,Hammer To Fall,36,1,1,Brian May
433,Friends Will Be Friends,36,1,1,Freddie Mercury & John Deacon
434,The Show Must Go On,36,1,1,Queen
435,One Vision,36,1,1,Queen
436,Detroit Rock City,37,1,1,"Paul Stanley, B. Ezrin"
437,Black Diamond,37,1,1,Paul Stanley
438,Hard Luck Woman,37,1,1,Paul Stanley
439,Sure Know Something,37,1,1,"Paul Stanley, Vincent Poncia"
440,Love Gun,37,1,1,Paul Stanley
441,Deuce,37,1,1,Gene Simmons
442,Goin' Blind,37,1,1,"Gene Simmons, S. Coronel"
443,Shock Me,37,1,1,Ace Frehley
444,Do You Love Me,37,1,1,"Paul Stanley, B. Ezrin, K. Fowley"
445,She,37,1,1,"Gene Simmons, S. Coronel"
446,I Was Made For Loving You,37,1,1,"Paul Stanley, Vincent Poncia, Desmond Child"
447,Shout It Out Loud,37,1,1,"Paul Stanley, Gene Simmons, B. Ezrin"
448,God Of Thunder,37,1,1,Paul Stanley
449,Calling Dr. Love,37,1,1,Gene Simmons
450,Beth,37,1,1,"S. Penridge, Bob Ezrin, Peter Criss"
451,Strutter,37,1,1,"Paul Stanley, Gene Simmons"
452,Rock And Roll All Nite,37,1,1,"Paul Stanley, Gene Simmons"
453,Cold Gin,37,1,1,Ace Frehley
454,Plaster Caster,37,1,1,Gene Simmons
455,God Gave Rock 'n' Roll To You,37,1,1,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin"
456,Heart of the Night,38,1,2,
457,De La Luz,38,1,2,
458,Westwood Moon,38,1,2,
459,Midnight,38,1,2,
460,Playtime,38,1,2,
461,Surrender,38,1,2,
462,Valentino's,38,1,2,
463,Believe,38,1,2,
464,As We Sleep,38,1,2,
465,When Evening Falls,38,1,2,
466,J Squared,38,1,2,
467,Best Thing,38,1,2,
468,Maria,39,1,4,Billie Joe Armstrong -Words Green Day -Music
469,Poprocks And Coke,39,1,4,Billie Joe Armstrong -Words Green Day -Music
470,Longview,39,1,4,Billie Joe Armstrong -Words Green Day -Music
471,Welcome To Paradise,39,1,4,Billie Joe Armstrong -Words Green Day -Music
472,Basket Case,39,1,4,Billie Joe Armstrong -Words Green Day -Music
473,When I Come Around,39,1,4,Billie Joe Armstrong -Words Green Day -Music
474,She,39,1,4,Billie Joe Armstrong -Words Green Day -Music
475,J.A.R. (Jason Andrew Relva),39,1,4,Mike Dirnt -Words Green Day -Music
476,Geek Stink Breath,39,1,4,Billie Joe Armstrong -Words Green Day -Music
477,Brain Stew,39,1,4,Billie Joe Armstrong -Words Green Day -Music
478,Jaded,39,1,4,Billie Joe Armstrong -Words Green Day -Music
479,Walking Contradiction,39,1,4,Billie Joe Armstrong -Words Green Day -Music
480,Stuck With Me,39,1,4,Billie Joe Armstrong -Words Green Day -Music
481,Hitchin' A Ride,39,1,4,Billie Joe Armstrong -Words Green Day -Music
482,Good Riddance (Time Of Your Life),39,1,4,Billie Joe Armstrong -Words Green Day -Music
483,Redundant,39,1,4,Billie Joe Armstrong -Words Green Day -Music
484,Nice Guys Finish Last,39,1,4,Billie Joe Armstrong -Words Green Day -Music
485,Minority,39,1,4,Billie Joe Armstrong -Words Green Day -Music
486,Warning,39,1,4,Billie Joe Armstrong -Words Green Day -Music
487,Waiting,39,1,4,Billie Joe Armstrong -Words Green Day -Music
488,Macy's Day Parade,39,1,4,Billie Joe Armstrong -Words Green Day -Music
489,Into The Light,40,1,1,David Coverdale
490,River Song,40,1,1,David Coverdale
491,She Give Me ...,40,1,1,David Coverdale
492,Don't You Cry,40,1,1,David Coverdale
493,Love Is Blind,40,1,1,David Coverdale/Earl Slick
494,Slave,40,1,1,David Coverdale/Earl Slick
495,Cry For Love,40,1,1,Bossi/David Coverdale/Earl Slick
496,Living On Love,40,1,1,Bossi/David Coverdale/Earl Slick
497,Midnight Blue,40,1,1,David Coverdale/Earl Slick
498,Too Many Tears,40,1,1,Adrian Vanderberg/David Coverdale
499,Don't Lie To Me,40,1,1,David Coverdale/Earl Slick
500,Wherever You May Go,40,1,1,David Coverdale
529,Balada Do Louco,42,1,4,Arnaldo Baptista - Rita Lee
530,Ando Meio Desligado,42,1,4,Arnaldo Baptista - Rita Lee -  Sérgio Dias
531,Top Top,42,1,4,Os Mutantes - Arnolpho Lima Filho
532,Baby,42,1,4,Caetano Veloso
533,A E O Z,42,1,4,Mutantes
534,Panis Et Circenses,42,1,4,Caetano Veloso - Gilberto Gil
535,Chão De Estrelas,42,1,4,Orestes Barbosa-Sílvio Caldas
536,Vida De Cachorro,42,1,4,Rita Lee - Arnaldo Baptista - Sérgio Baptista
537,Bat Macumba,42,1,4,Gilberto Gil - Caetano Veloso
538,Desculpe Babe,42,1,4,Arnaldo Baptista - Rita Lee
539,Rita Lee,42,1,4,Arnaldo Baptista/Rita Lee/Sérgio Dias
540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",42,1,4,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho
541,Banho De Lua,42,1,4,B. de Filippi - F. Migliaci - Versão: Fred Jorge
542,Meu Refrigerador Não Funciona,42,1,4,Arnaldo Baptista - Rita Lee - Sérgio Dias
543,Burn,43,1,1,Coverdale/Lord/Paice
544,Stormbringer,43,1,1,Coverdale
545,Gypsy,43,1,1,Coverdale/Hughes/Lord/Paice
546,Lady Double Dealer,43,1,1,Coverdale
547,Mistreated,43,1,1,Coverdale
548,Smoke On The Water,43,1,1,Gillan/Glover/Lord/Paice
549,You Fool No One,43,1,1,Coverdale/Lord/Paice
550,Custard Pie,44,1,1,Jimmy Page/Robert Plant
551,The Rover,44,1,1,Jimmy Page/Robert Plant
552,In My Time Of Dying,44,1,1,John Bonham/John Paul Jones
553,Houses Of The Holy,44,1,1,Jimmy Page/Robert Plant
554,Trampled Under Foot,44,1,1,John Paul Jones
555,Kashmir,44,1,1,John Bonham
570,(Da Le) Yaleo,46,1,1,Santana
571,Love Of My Life,46,1,1,Carlos Santana & Dave Matthews
572,Put Your Lights On,46,1,1,E. Shrody
573,Africa Bamba,46,1,1,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo"
574,Smooth,46,1,1,M. Itaal Shur & Rob Thomas
575,Do You Like The Way,46,1,1,L. Hill
576,Maria Maria,46,1,1,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow"
577,Migra,46,1,1,"R. Taha, Carlos Santana & T. Lindsay"
578,Corazon Espinado,46,1,1,F. Olivera
579,Wishing It Was,46,1,1,"Eale-Eye Cherry, M. Simpson, J. King & M. Nishita"
580,El Farol,46,1,1,Carlos Santana & KC Porter
581,Primavera,46,1,1,KC Porter & JB Eckl
582,The Calling,46,1,1,Carlos Santana & C. Thompson
597,Now's The Time,48,1,2,Miles Davis
598,Jeru,48,1,2,Miles Davis
599,Compulsion,48,1,2,Miles Davis
600,Tempus Fugit,48,1,2,Miles Davis
601,Walkin',48,1,2,Miles Davis
602,'Round Midnight,48,1,2,Miles Davis
603,Bye Bye Blackbird,48,1,2,Miles Davis
604,New Rhumba,48,1,2,Miles Davis
605,Generique,48,1,2,Miles Davis
606,Summertime,48,1,2,Miles Davis
607,So What,48,1,2,Miles Davis
608,The Pan Piper,48,1,2,Miles Davis
609,Someday My Prince Will Come,48,1,2,Miles Davis
610,My Funny Valentine (Live),49,1,2,Miles Davis
611,E.S.P.,49,1,2,Miles Davis
612,Nefertiti,49,1,2,Miles Davis
613,Petits Machins (Little Stuff),49,1,2,Miles Davis
614,Miles Runs The Voodoo Down,49,1,2,Miles Davis
615,Little Church (Live),49,1,2,Miles Davis
616,Black Satin,49,1,2,Miles Davis
617,Jean Pierre (Live),49,1,2,Miles Davis
618,Time After Time,49,1,2,Miles Davis
619,Portia,49,1,2,Miles Davis
620,Space Truckin',50,1,1,Blackmore/Gillan/Glover/Lord/Paice
621,Going Down / Highway Star,50,1,1,Gillan/Glover/Lord/Nix - Blackmore/Paice
622,Mistreated (Alternate Version),50,1,1,Blackmore/Coverdale
623,You Fool No One (Alternate Version),50,1,1,Blackmore/Coverdale/Lord/Paice
624,Jeepers Creepers,51,1,2,
625,Blue Rythm Fantasy,51,1,2,
626,Drum Boogie,51,1,2,
627,Let Me Off Uptown,51,1,2,
628,Leave Us Leap,51,1,2,
629,Opus No.1,51,1,2,
630,Boogie Blues,51,1,2,
631,How High The Moon,51,1,2,
632,Disc Jockey Jump,51,1,2,
633,Up An' Atom,51,1,2,
634,Bop Boogie,51,1,2,
635,Lemon Drop,51,1,2,
636,Coronation Drop,51,1,2,
637,Overtime,51,1,2,
638,Imagination,51,1,2,
639,Don't Take Your Love From Me,51,1,2,
640,Midget,51,1,2,
641,I'm Coming Virginia,51,1,2,
642,Payin' Them Dues Blues,51,1,2,
643,Jungle Drums,51,1,2,
644,Showcase,51,1,2,
645,Swedish Schnapps,51,1,2,
646,Samba Da Bênção,52,1,11,
647,Pot-Pourri N.º 4,52,1,11,
648,Onde Anda Você,52,1,11,
649,Samba Da Volta,52,1,11,
650,Canto De Ossanha,52,1,11,
651,Pot-Pourri N.º 5,52,1,11,
652,Formosa,52,1,11,
653,Como É Duro Trabalhar,52,1,11,
654,Minha Namorada,52,1,11,
655,Por Que Será,52,1,11,
656,Berimbau,52,1,11,
657,Deixa,52,1,11,
658,Pot-Pourri N.º 2,52,1,11,
659,Samba Em Prelúdio,52,1,11,
660,Carta Ao Tom 74,52,1,11,
675,Susie Q,54,1,1,Hawkins-Lewis-Broadwater
676,I Put A Spell On You,54,1,1,Jay Hawkins
677,Proud Mary,54,1,1,J. C. Fogerty
678,Bad Moon Rising,54,1,1,J. C. Fogerty
679,Lodi,54,1,1,J. C. Fogerty
680,Green River,54,1,1,J. C. Fogerty
681,Commotion,54,1,1,J. C. Fogerty
682,Down On The Corner,54,1,1,J. C. Fogerty
683,Fortunate Son,54,1,1,J. C. Fogerty
684,Travelin' Band,54,1,1,J. C. Fogerty
685,Who'll Stop The Rain,54,1,1,J. C. Fogerty
686,Up Around The Bend,54,1,1,J. C. Fogerty
687,Run Through The Jungle,54,1,1,J. C. Fogerty
688,Lookin' Out My Back Door,54,1,1,J. C. Fogerty
689,Long As I Can See The Light,54,1,1,J. C. Fogerty
690,I Heard It Through The Grapevine,54,1,1,Whitfield-Strong
691,Have You Ever Seen The Rain?,54,1,1,J. C. Fogerty
692,Hey Tonight,54,1,1,J. C. Fogerty
693,Sweet Hitch-Hiker,54,1,1,J. C. Fogerty
694,Someday Never Comes,54,1,1,J. C. Fogerty
695,Walking On The Water,55,1,1,J.C. Fogerty
696,"Suzie-Q, Pt. 2",55,1,1,J.C. Fogerty
697,Born On The Bayou,55,1,1,J.C. Fogerty
698,Good Golly Miss Molly,55,1,1,J.C. Fogerty
699,Tombstone Shadow,55,1,1,J.C. Fogerty
700,Wrote A Song For Everyone,55,1,1,J.C. Fogerty
701,Night Time Is The Right Time,55,1,1,J.C. Fogerty
702,Cotton Fields,55,1,1,J.C. Fogerty
703,It Came Out Of The Sky,55,1,1,J.C. Fogerty
704,Don't Look Now,55,1,1,J.C. Fogerty
705,The Midnight Special,55,1,1,J.C. Fogerty
706,Before You Accuse Me,55,1,1,J.C. Fogerty
707,My Baby Left Me,55,1,1,J.C. Fogerty
708,Pagan Baby,55,1,1,J.C. Fogerty
709,(Wish I Could) Hideaway,55,1,1,J.C. Fogerty
