TrackId,Milliseconds,Bytes,UnitPrice
97,299598,7193162,0.99
98,317492,7622615,0.99
99,255529,8273592,0.99
100,291291,9506571,0.99
101,279484,9106160,0.99
102,255869,8357387,0.99
103,233691,7609178,0.99
104,276688,9006158,0.99
105,237714,7710800,0.99
106,233195,7542942,0.99
107,273763,8944205,0.99
108,278125,9003592,0.99
109,299102,9731988,0.99
110,309786,10029406,0.99
111,147591,2365897,0.99
112,106396,1707084,0.99
113,116088,1862126,0.99
114,161123,2582553,0.99
115,137639,2206986,0.99
116,140199,2247846,0.99
117,141923,2276788,0.99
118,163265,2616981,0.99
119,143595,2301989,0.99
120,143830,2306019,0.99
121,106266,1704918,0.99
122,107807,1299960,0.99
123,261851,8538199,0.99
124,456071,15075616,0.99
125,248084,8217867,0.99
126,294060,9714812,0.99
127,582086,19115680,0.99
128,318066,10630578,0.99
129,246151,8230661,0.99
130,274155,9018565,0.99
131,323683,10642901,0.99
132,246987,8137421,0.99
133,300747,9869647,0.99
134,235833,7726948,0.99
135,319373,10513905,0.99
136,273606,9011701,0.99
137,284081,9355309,0.99
138,247327,8130090,0.99
139,266266,8574746,0.99
140,282122,9257358,0.99
141,359157,11820932,0.99
142,555075,18041629,0.99
143,365662,11965109,0.99
144,194873,6417460,0.99
145,420022,13842549,0.99
146,276532,9115657,0.99
147,284368,9359475,0.99
148,271960,8975814,0.99
149,382066,12440200,0.99
150,264829,8646737,0.99
151,217573,7169049,0.99
152,368770,12029390,0.99
153,204930,6655170,0.99
154,644571,21128525,0.99
155,212062,6893363,0.99
156,494524,16065830,0.99
157,192496,6252071,0.99
158,286275,9175517,0.99
159,103157,3331776,0.99
160,285779,9245971,0.99
161,331676,10813386,0.99
162,234814,7653880,0.99
163,173087,5671374,0.99
164,149655,4884969,0.99
165,350458,11360486,0.99
166,47333,1549074,0.99
167,204251,6715413,0.99
168,4884,161266,0.99
169,317936,10489139,0.99
170,6373,211997,0.99
171,223216,7324125,0.99
172,11650,387360,0.99
173,173008,5709631,0.99
174,95738,3067064,0.99
175,300721,9875962,0.99
176,392254,12843821,0.99
177,350171,11443471,0.99
178,6635,224313,0.99
179,239020,7828873,0.99
180,166426,5463690,0.99
181,371539,12122946,0.99
182,281234,9337917,0.99
183,283167,9218499,0.99
184,246177,8022764,0.99
185,285257,9435693,0.99
186,269557,8854240,0.99
187,494393,16034404,0.99
188,265351,8627004,0.99
189,402390,13194463,0.99
190,359131,11820908,0.99
191,341655,11138147,0.99
192,509413,16545657,0.99
193,237531,7802095,0.99
194,140434,4604995,0.99
195,175386,5716994,0.99
196,433397,14184984,0.99
197,237662,7848282,0.99
198,235311,7685363,0.99
199,204721,6859518,0.99
200,136803,4456321,0.99
201,166060,5487056,0.99
202,182491,6022698,0.99
203,135053,4459946,0.99
204,589531,19161377,0.99
323,205479,6892516,0.99
324,198661,6643207,0.99
325,194194,6507950,0.99
326,188630,6327391,0.99
327,230791,7748006,0.99
328,206733,7034985,0.99
329,210155,6973625,0.99
330,190093,6457752,0.99
331,214256,7254147,0.99
332,210599,7027525,0.99
333,196519,6568081,0.99
334,206654,6931328,0.99
335,203493,6772813,0.99
336,166687,5532564,0.99
337,315951,10249958,0.99
338,263836,8581414,0.99
339,192653,6287257,0.99
340,401920,13035765,0.99
341,183327,5995686,0.99
342,260675,8497116,0.99
343,161149,5261022,0.99
344,312032,10232581,0.99
345,373394,12258175,0.99
346,127869,4165650,0.99
347,185260,6041133,0.99
348,380551,12377615,0.99
349,619467,20138673,0.99
350,711836,23092953,0.99
351,234553,7649679,0.99
352,359680,11731061,0.99
353,171284,5572993,0.99
354,183902,6007019,0.99
355,272561,8912465,0.99
356,144483,4728586,0.99
357,677694,22080051,0.99
358,88894,2922044,0.99
359,332878,10891682,0.99
360,276349,9402241,0.99
361,273920,9310370,0.99
362,282723,9616640,0.99
363,284969,9694508,0.99
364,284342,9721084,0.99
365,282488,9599937,0.99
366,283454,9633755,0.99
367,274808,9451845,0.99
368,287921,9883335,0.99
369,284160,9698729,0.99
370,248293,8522591,0.99
371,284708,9718778,0.99
372,281626,9619196,0.99
373,296254,10020122,0.99
408,155428,5076048,0.99
409,213995,6978601,0.99
410,380342,12418147,0.99
411,366524,11946327,0.99
412,149315,4867667,0.99
413,472764,15446975,0.99
414,671712,21942829,0.99
415,397531,13065612,0.99
416,305005,9943129,0.99
417,545750,17900787,0.99
418,287973,9378873,0.99
419,262608,8689618,0.99
420,236617,7739042,0.99
421,343745,11358573,0.99
422,241684,7876564,0.99
423,259108,8552861,0.99
424,387761,12664591,0.99
425,249417,8112242,0.99
426,249234,8150479,0.99
427,297691,9577577,0.99
428,273057,8921404,0.99
429,294974,9671923,0.99
430,248032,8192339,0.99
431,238994,7920353,0.99
432,220316,7255404,0.99
433,248920,8114582,0.99
434,263784,8526760,0.99
435,242599,7936928,0.99
436,218880,7146372,0.99
437,314148,10266007,0.99
438,216032,7109267,0.99
439,242468,7939886,0.99
440,196257,6424915,0.99
441,185077,6097210,0.99
442,216215,7045314,0.99
443,227291,7529336,0.99
444,214987,6976194,0.99
445,248346,8229734,0.99
446,271360,9018078,0.99
447,219742,7194424,0.99
448,255791,8309077,0.99
449,225332,7395034,0.99
450,166974,5360574,0.99
451,192496,6317021,0.99
452,173609,5735902,0.99
453,262243,8609783,0.99
454,207333,6801116,0.99
455,320444,10441590,0.99
456,273737,9098263,0.99
457,315219,10518284,0.99
458,295627,9765802,0.99
459,266866,8851060,0.99
460,273580,9070880,0.99
461,287634,9422926,0.99
462,296124,9848545,0.99
463,310778,10317185,0.99
464,316865,10429398,0.99
465,298135,9863942,0.99
466,288757,9480777,0.99
467,274259,9069394,0.99
468,167262,5484747,0.99
469,158354,5243078,0.99
470,234083,7714939,0.99
471,224208,7406008,0.99
472,181629,5951736,0.99
473,178364,5839426,0.99
474,134164,4425128,0.99
475,170997,5645755,0.99
476,135888,4408983,0.99
477,193149,6305550,0.99
478,90331,2950224,0.99
479,151170,4932366,0.99
480,135523,4431357,0.99
481,171546,5616891,0.99
482,153600,5075241,0.99
483,198164,6481753,0.99
484,170187,5604618,0.99
485,168803,5535061,0.99
486,221910,7343176,0.99
487,192757,6316430,0.99
488,213420,7075573,0.99
489,76303,2452653,0.99
490,439510,14359478,0.99
491,252551,8385478,0.99
492,347036,11269612,0.99
493,344999,11409720,0.99
494,291892,9425200,0.99
495,293015,9567075,0.99
496,391549,12785876,0.99
497,298631,9750990,0.99
498,359497,11810238,0.99
499,283585,9288007,0.99
500,239699,7803074,0.99
529,241057,7852328,0.99
530,287817,9484504,0.99
531,146938,4875374,0.99
532,177188,5798202,0.99
533,518556,16873005,0.99
534,125152,4069688,0.99
535,284813,9433620,0.99
536,195186,6411149,0.99
537,187794,6295223,0.99
538,170422,5637959,0.99
539,189257,6270503,0.99
540,222955,7346254,0.99
541,221831,7232123,0.99
542,382981,12495906,0.99
543,453955,14775708,0.99
544,277133,9050022,0.99
545,339173,11046952,0.99
546,233586,7608759,0.99
547,758648,24596235,0.99
548,618031,20103125,0.99
549,804101,26369966,0.99
550,253962,8348257,0.99
551,337084,11011286,0.99
552,666017,21676727,0.99
553,242494,7972503,0.99
554,336692,11154468,0.99
555,508604,16686580,0.99
570,353488,11769507,0.99
571,347820,11634337,0.99
572,285178,9394769,0.99
573,282827,9492487,0.99
574,298161,9867455,0.99
575,354899,11741062,0.99
576,262635,8664601,0.99
577,329064,10963305,0.99
578,276114,9206802,0.99
579,292832,9771348,0.99
580,291160,9599353,0.99
581,378618,12504234,0.99
582,747755,24703884,0.99
597,197459,6358868,0.99
598,193410,6222536,0.99
599,345025,11254474,0.99
600,231784,7548434,0.99
601,807392,26411634,0.99
602,357459,11590284,0.99
603,476003,15549224,0.99
604,277968,9018024,0.99
605,168777,5437017,0.99
606,200437,6461370,0.99
607,564009,18360449,0.99
608,233769,7593713,0.99
609,544078,17890773,0.99
610,907520,29416781,0.99
611,330684,11079866,0.99
612,473495,15478450,0.99
613,487392,16131272,0.99
614,843964,27967919,0.99
615,196101,6273225,0.99
616,316682,10529483,0.99
617,243461,7955114,0.99
618,220734,7292197,0.99
619,378775,12520126,0.99
620,1196094,39267613,0.99
621,913658,29846063,0.99
622,854700,27775442,0.99
623,763924,24887209,0.99
624,185965,5991903,0.99
625,348212,11204006,0.99
626,191555,6185636,0.99
627,187637,6034685,0.99
628,182726,5898810,0.99
629,179800,5846041,0.99
630,204199,6603153,0.99
631,201430,6529487,0.99
632,193149,6260820,0.99
633,179565,5822645,0.99
634,189596,6093124,0.99
635,194089,6287531,0.99
636,176222,5899898,0.99
637,163030,5432236,0.99
638,289306,9444385,0.99
639,282331,9244238,0.99
640,217025,7257663,0.99
641,280163,9209827,0.99
642,198556,6536918,0.99
643,199627,6546063,0.99
644,201560,6697510,0.99
645,191268,6359750,0.99
646,409965,13490008,0.99
647,392437,13125975,0.99
648,168437,5550356,0.99
649,170631,5676090,0.99
650,204956,6771624,0.99
651,219898,7117769,0.99
652,137482,4560873,0.99
653,226168,7541177,0.99
654,244297,7927967,0.99
655,162142,5371483,0.99
656,190667,6335548,0.99
657,179826,5932799,0.99
658,211748,6878359,0.99
659,212636,6923473,0.99
660,162560,5382354,0.99
675,275565,9043825,0.99
676,272091,8943000,0.99
677,189022,6229590,0.99
678,140146,4609835,0.99
679,191451,6260214,0.99
680,154279,5105874,0.99
681,162899,5354252,0.99
682,164858,5521804,0.99
683,140329,4617559,0.99
684,129358,4270414,0.99
685,149394,4899579,0.99
686,162429,5368701,0.99
687,186044,6156567,0.99
688,152946,5034670,0.99
689,213237,6924024,0.99
690,664894,21947845,0.99
691,160052,5263675,0.99
692,162847,5343807,0.99
693,175490,5716603,0.99
694,239360,7945235,0.99
695,281286,9302129,0.99
696,244114,7986637,0.99
697,316630,10361866,0.99
698,163604,5348175,0.99
699,218880,7209080,0.99
700,296385,9675875,0.99
701,190119,6211173,0.99
702,178181,5919224,0.99
703,176718,5807474,0.99
704,131918,4366455,0.99
705,253596,8297482,0.99
706,207804,6815126,0.99
707,140460,4633440,0.99
708,385619,12713813,0.99
709,228466,7432978,0.99
710,237374,7778319,0.99
711,163239,5390811,0.99
712,342804,11260814,0.99
713,209789,6933135,0.99
714,132832,4476563,0.99
745,235781,7644604,0.99
746,168202,5501379,0.99
747,218044,7176909,0.99
748,230922,7591066,0.99
749,263836,8701064,0.99
750,242834,8001505,0.99
751,188160,6173806,0.99
752,370102,11995679,0.99
753,319111,10447868,0.99
754,264385,8587578,0.99
755,256261,8344405,0.99
756,620460,20230089,0.99
757,478302,15563967,0.99
758,210259,6849310,0.99
759,274886,8993056,0.99
760,431203,13931179,0.99
761,204721,6714807,0.99
762,414902,13646606,0.99
763,247092,8072036,0.99
764,284682,9354480,0.99
765,322063,10638390,0.99
766,500427,16279366,0.99
767,385880,12643813,0.99
768,424829,13779332,0.99
769,307905,10035180,0.99
770,602880,19712753,0.99
771,243017,7929493,0.99
772,368770,12058906,0.99
773,321149,10445353,0.99
774,295053,9740361,0.99
775,293851,9575295,0.99
776,213054,6944928,0.99
777,464378,15180849,0.99
778,341185,11122183,0.99
779,368770,12012452,0.99
780,290455,9502646,0.99
781,303777,9903835,0.99
782,239830,7832790,0.99
783,340871,11246496,0.99
784,442096,14397671,0.99
785,272796,8981030,0.99
786,257384,8510755,0.99
787,359680,11702232,0.99
788,287791,9401383,0.99
789,451840,14789410,0.99
790,283689,9209693,0.99
791,320992,10532053,0.99
792,312372,10323804,0.99
793,311693,10159566,0.99
794,276323,9098561,0.99
795,354089,11600029,0.99
796,249443,8180421,0.99
797,283924,9299131,0.99
798,328385,10733847,0.99
799,342752,11191650,0.99
800,283977,9267550,0.99
801,314827,10224612,0.99
802,317126,10323804,0.99
803,227186,7328516,0.99
804,349335,11369671,0.99
805,257724,8382800,0.99
806,393691,12826582,0.99
807,246413,8044864,0.99
808,263862,8675026,0.99
809,270236,8818093,0.99
810,306860,10022428,0.99
811,201482,6554330,0.99
812,203755,6709579,0.99
813,267833,8772471,0.99
814,242886,7946614,0.99
815,193750,6315321,0.99
816,356963,11626228,0.99
817,240274,7792604,0.99
818,392437,12754921,0.99
819,247823,8072171,0.99
820,351033,11354742,0.99
821,334445,10874679,0.99
822,257462,8413103,0.99
823,276662,9076997,0.99
824,282226,9157021,0.99
825,278804,9068960,0.99
826,292519,9518842,0.99
827,248633,8108507,0.99
828,346853,11305791,0.99
829,296019,9724150,0.99
830,259787,8523388,0.99
831,244741,7985133,0.99
832,214021,6988128,0.99
833,247248,8092463,0.99
834,257280,8364633,0.99
835,220604,7130830,0.99
836,255660,8309725,0.99
837,322455,10522352,0.99
838,319320,10400020,0.99
839,248424,8150318,0.99
840,355056,11622738,0.99
841,272457,8853324,0.99
842,321358,10653494,0.99
843,423653,14176083,0.99
844,319373,10602166,0.99
845,368875,12059507,0.99
846,368953,12287103,0.99
847,272039,9032315,0.99
848,659226,21685807,0.99
849,346932,11394473,0.99
850,360411,11994859,0.99
891,430733,14115792,0.99
892,163552,5322942,0.99
893,174576,5725684,0.99
894,252891,8225889,0.99
895,253335,8273540,0.99
896,167810,5489787,0.99
897,301583,9872606,0.99
898,304744,9946681,0.99
899,215928,7138399,0.99
900,263862,8738973,0.99
901,191320,6460941,0.99
902,208143,6896288,0.99
903,231732,7774207,0.99
904,264411,8758819,0.99
905,221387,7326923,0.99
906,297064,9742568,0.99
907,180401,6006154,0.99
908,249730,8271980,0.99
909,193515,6475042,0.99
910,224339,7456807,0.99
911,196466,6543487,0.99
912,274729,9032835,0.99
913,328724,10894406,0.99
914,231836,7669922,0.99
915,285387,9490542,0.99
916,378984,12536275,0.99
917,226429,7435192,0.99
918,222406,7412975,0.99
919,203363,6724021,0.99
920,216528,7096781,0.99
921,472920,15780747,0.99
922,251768,8407355,0.99
923,204303,6656596,0.99
924,270106,8861119,0.99
925,251663,8221247,0.99
926,128757,4225077,0.99
927,326217,10753135,0.99
928,228493,7505887,0.99
929,217391,7093746,0.99
930,209867,6887544,0.99
931,140852,4643227,0.99
932,257253,8436300,0.99
933,119040,3898976,0.99
934,232698,7497361,0.99
935,223921,7353567,0.99
936,267937,8747367,0.99
937,263235,8628841,0.99
938,223242,7288162,0.99
939,310831,10180103,0.99
940,273658,9010917,0.99
941,241371,7900683,0.99
942,270680,8853647,0.99
943,222432,7298027,0.99
944,297168,9733572,0.99
945,279144,9162435,0.99
946,398341,12926140,0.99
947,251924,8242626,0.99
948,185835,6073008,0.99
949,137482,4524972,0.99
950,269400,8808812,0.99
951,293590,9626136,0.99
952,209319,6908609,0.99
953,203807,6747658,0.99
954,222902,7388369,0.99
955,242102,8029054,0.99
956,186435,6224997,0.99
957,185129,6109259,0.99
958,298997,9779971,0.99
959,395859,13163733,0.99
960,158275,5203430,0.99
961,267833,8736776,0.99
962,336666,11031254,0.99
963,181995,5929427,0.99
964,202527,6587802,0.99
965,294008,9631296,0.99
966,316055,10333123,0.99
967,147226,4823036,0.99
968,360881,11835367,0.99
969,493635,16233080,0.99
970,231993,7634387,0.99
971,223764,7355898,0.99
972,340532,11174250,0.99
973,464770,15267802,0.99
974,250357,8235607,0.99
989,230191,7468463,0.99
990,196675,6421400,0.99
991,255712,8363467,0.99
992,252186,8232342,0.99
993,117080,3819255,0.99
994,199523,6496742,0.99
995,278700,9109340,0.99
996,288731,9416186,0.99
997,238419,7735473,0.99
998,352078,11395296,0.99
999,313182,10323157,0.99
1000,302994,9929799,0.99
1001,209684,6877994,0.99
1002,265848,8752670,0.99
1003,193280,6355088,0.99
1004,316264,10428382,0.99
1005,271908,9071997,0.99
1006,229198,7494639,0.99
1007,200724,6596617,0.99
1008,293276,9721373,0.99
1009,263653,8665545,0.99
1010,268120,8847196,0.99
1011,298057,9729292,0.99
1012,266370,8624691,0.99
1013,273528,8919111,0.99
1014,311353,10094743,0.99
1015,306442,10026371,0.99
1016,277185,9022628,0.99
1017,270550,8793187,0.99
1018,298396,9678073,0.99
1019,469968,15371980,0.99
1020,83487,2702572,0.99
1021,231523,7527531,0.99
1022,248528,8079480,0.99
1023,213446,6973746,0.99
1024,152163,4950667,0.99
1025,135732,4406227,0.99
1026,260101,8472365,0.99
1027,146782,4888173,0.99
1028,157387,5169280,0.99
1029,289306,9344875,0.99
1030,250749,8270816,0.99
1031,303856,9898992,0.99
1032,342230,11205664,0.99
1073,219454,7469735,0.99
1074,247928,8393047,0.99
1075,261041,8660617,0.99
1076,222275,7349779,0.99
1077,200437,6638563,0.99
1078,217051,7387183,0.99
1079,204695,6937472,0.99
1080,199653,6625000,0.99
1081,191660,6340649,0.99
1082,271020,9098093,0.99
1083,148636,4888292,0.99
1084,209136,6899062,0.99
1085,260963,8518290,0.99
1086,32287,1039615,0.99
1102,356101,11998470,0.99
1103,294530,9819276,0.99
1104,265273,8914579,0.99
1121,259213,8511877,0.99
1122,216006,6992417,0.99
1123,260022,8455835,0.99
1124,248607,8075050,0.99
1125,246125,8017041,0.99
1126,260884,8513891,0.99
1127,247170,8059642,0.99
1128,252760,8276372,0.99
1129,251454,8206611,0.99
1130,239516,7803270,0.99
1131,89547,3035251,0.99
1132,274834,9172976,0.99
1133,174419,5705793,0.99
1134,548336,17875209,0.99
1135,232724,7599602,0.99
1136,260858,8485122,0.99
1137,163004,5328329,0.99
1138,175307,5716589,0.99
1139,205871,6752485,0.99
1140,120528,3901226,0.99
1141,214021,6975177,0.99
1142,246151,7980902,0.99
1143,285753,9325597,0.99
1144,558602,18139840,0.99
1145,252316,8244843,0.99
1146,273552,4538451,0.99
1147,202824,3394019,0.99
1148,268537,4457283,0.99
1149,263893,4382147,0.99
1150,228924,3816323,0.99
1151,406347,6687123,0.99
1152,219961,3671299,0.99
1153,231640,3860275,0.99
1154,356424,5879347,0.99
1155,197135,3301971,0.99
1156,206400,3451891,0.99
1157,375349,6185539,0.99
1158,182321,3175950,0.99
1159,298374,5053742,0.99
1160,184016,3203390,0.99
1161,284744,4833259,0.99
1162,143637,2550030,0.99
1163,156268,2754414,0.99
1164,328282,5537678,0.99
1165,303436,5135662,0.99
1166,203637,3520862,0.99
1167,537540,8923566,0.99
1168,322175,5438862,0.99
1169,161539,2839694,0.99
1170,318901,5385886,0.99
1171,268351,4567966,0.99
1172,257600,4394014,0.99
1173,616511,10201342,0.99
1174,461165,15046579,0.99
1175,261355,8543664,0.99
1176,196205,6398489,0.99
1177,336457,10986716,0.99
1178,341054,11134105,0.99
1179,203206,6623916,0.99
1180,424960,13978284,0.99
1181,287477,9408754,0.99
1182,522396,17236842,0.99
1183,246491,8039484,0.99
1184,563800,18343787,0.99
1185,343875,11207355,0.99
1186,284238,9222458,0.99
1187,84532,2764045,0.99
1188,361012,12055329,0.99
1189,251585,8419165,0.99
1190,321123,10720741,0.99
1191,396460,13075359,0.99
1192,242390,8053997,0.99
1193,330997,11083374,0.99
1194,249756,8241177,0.99
1195,259970,8593143,0.99
1196,379167,12511939,0.99
1197,355395,11865384,0.99
1198,367647,12201595,0.99
1199,528666,17617944,0.99
1200,377155,12491122,0.99
1201,258692,4383764,0.99
1202,412152,6883500,0.99
1203,526255,8721490,0.99
1204,307593,5172144,0.99
1205,467810,7785748,0.99
1206,336896,5647303,0.99
1207,442106,7367736,0.99
1208,564893,9367328,0.99
1209,444614,7393698,0.99
1210,562966,9314287,0.99
1211,431262,7205816,0.99
1212,294635,4718897,0.99
1213,235311,3766272,0.99
1214,255634,4091904,0.99
1215,265874,4255744,0.99
1216,352731,5648438,0.99
1217,289358,4630528,0.99
1218,293250,4694016,0.99
1219,228937,3663872,0.99
1220,237557,3803136,0.99
1221,337423,5400576,0.99
1222,324623,5195776,0.99
1223,471849,7550976,0.99
1224,196911,3151872,0.99
1225,259866,4159488,0.99
1226,282488,4521984,0.99
1227,347846,5566464,0.99
1228,249469,3993600,0.99
1229,325929,5216256,0.99
1230,407980,6529024,0.99
1231,317727,5085184,0.99
1232,448574,7178240,0.99
1233,269871,4319232,0.99
1234,431333,6906078,0.99
1235,275539,11022464,0.99
1236,410070,16404608,0.99
1237,378984,15161472,0.99
1238,434442,17379456,0.99
1239,282488,11300992,0.99
1240,561162,22448256,0.99
1241,240718,9629824,0.99
1242,546115,21846144,0.99
1243,385541,15423616,0.99
1244,506801,20273280,0.99
1256,204512,8181888,0.99
1257,218357,8739038,0.99
1258,416496,16664589,0.99
1259,335307,13414528,0.99
1260,280607,11225216,0.99
1261,350981,14041216,0.99
1262,294112,11765888,0.99
1263,217443,8700032,0.99
1264,234605,9386112,0.99
1265,188786,7553152,0.99
1266,339748,13594678,0.99
1267,436976,17483789,0.99
1268,236173,5668992,0.99
1269,196284,4712576,0.99
1270,328620,7889024,0.99
1271,197276,4739122,0.99
1272,428016,10276872,0.99
1273,259343,6226048,0.99
1274,332460,7981184,0.99
1275,252708,6066304,0.99
1276,216058,5189891,0.99
1289,366550,8799380,0.99
1290,268878,6455255,0.99
1291,371826,8926021,0.99
1292,229982,5521744,0.99
1293,789472,18949518,0.99
1294,454974,10921567,0.99
1295,275121,6605094,0.99
1296,451422,10836304,0.99
1297,261955,6289117,0.99
1298,231627,5561241,0.99
1299,204617,4912986,0.99
1305,233142,5599853,0.99
1306,294008,7060625,0.99
1307,174106,4182963,0.99
1308,284447,6831163,0.99
1309,213106,5118995,0.99
1310,336953,8091301,0.99
1311,247640,5947795,0.99
1312,478145,11479913,0.99
1313,412525,9905048,0.99
1314,431542,10361452,0.99
1315,376711,9045532,0.99
1316,262426,6302648,0.99
1317,440555,10577743,0.99
1318,235859,5665052,0.99
1319,338233,8122030,0.99
1320,494602,11874875,0.99
1321,447791,10751410,0.99
1322,232672,5588560,0.99
1323,318511,7648679,0.99
1324,474017,11380851,0.99
1325,255582,4089856,0.99
1326,229459,3672064,0.99
1327,263941,4225024,0.99
1328,254197,4071587,0.99
1329,250853,4018088,0.99
1330,258768,4141056,0.99
1331,275408,4407296,0.99
1332,247510,3960832,0.99
1333,284238,4548608,0.99
1334,332617,5322752,0.99
1335,369554,5914624,0.99
1336,408607,6539264,0.99
1337,230269,3686400,0.99
1338,325694,5212160,0.99
1339,251454,4024320,0.99
1340,294347,4710400,0.99
1341,221309,3543040,0.99
1342,206367,3306324,0.99
1343,445283,7129264,0.99
1344,269531,6472088,0.99
1345,359810,8638809,0.99
1346,252891,6074756,0.99
1347,242729,5828861,0.99
1348,366471,8800686,0.99
1349,320548,7696518,0.99
1350,407823,9791106,0.99
1351,816509,19599577,0.99
1352,115931,4638848,0.99
1353,281782,11272320,0.99
1354,408607,16345216,0.99
1355,366785,14676148,0.99
1356,185808,7434368,0.99
1357,386821,15474816,0.99
1358,435513,17422464,0.99
1359,649116,25966720,0.99
1360,282697,11309184,0.99
1361,273528,10942592,0.99
1362,578324,23134336,0.99
1363,559203,22370432,0.99
1364,280737,11231360,0.99
1365,460695,18430080,0.99
1366,351869,14076032,0.99
1367,300434,12022107,0.99
1368,443977,17760384,0.99
1369,317335,12695680,0.99
1370,292179,11688064,0.99
1371,340767,8179151,0.99
1372,369005,8858669,0.99
1373,211043,5067867,0.99
1374,273998,6578930,0.99
1375,593580,14249000,0.99
1376,305475,7334450,0.99
1377,267023,6411510,0.99
1378,280894,6744431,0.99
1379,445779,10701149,0.99
1380,307565,7384358,0.99
1381,341995,8210695,0.99
1382,441417,10596431,0.99
1383,344502,8270899,0.99
1384,515631,12377742,0.99
1385,296176,7113035,0.99
1386,391314,9393598,0.99
1387,395572,5542516,0.99
1388,274364,3845631,0.99
1389,228440,3202866,0.99
1390,428669,6006107,0.99
1391,203180,2849181,0.99
1392,228884,3209124,0.99
1393,293407,11737216,0.99
1394,361299,5062906,0.99
1395,678008,27121792,0.99
1396,303699,12148864,0.99
1397,253413,10137728,0.99
1398,443977,17760384,0.99
1399,310230,12411008,0.99
1400,380786,15233152,0.99
1401,312476,12501120,0.99
1402,357799,14313600,0.99
1403,399333,15974528,0.99
1404,337658,13511087,0.99
1405,490422,19617920,0.99
1406,175777,7032960,0.99
1407,592744,23711872,0.99
1408,290377,11616384,0.99
1409,539689,21592327,0.99
1410,377312,15093888,0.99
1411,404767,16191616,0.99
1412,483657,19347584,0.99
1413,330292,13213824,0.99
1434,230635,7655482,0.99
1435,365818,12391660,0.99
1436,275879,9301687,0.99
1437,293093,9848207,0.99
1438,383033,12870239,0.99
1439,245263,8117218,0.99
1440,247222,8249453,0.99
1441,512339,17089176,0.99
1442,616829,20816872,0.99
1443,157100,5263555,0.99
1455,529684,17582818,0.99
1456,257097,8644290,0.99
1457,289854,9577679,0.99
1458,354560,11796244,0.99
1459,382197,12676962,0.99
1460,309995,10334529,0.99
1461,329534,11043559,0.99
1462,422321,14019705,0.99
1463,322455,10843832,0.99
1464,384130,12777210,0.99
1465,385697,12906520,0.99
1466,112352,3683130,0.99
1467,213890,6992324,0.99
1468,196702,6406517,0.99
1469,230974,7517083,0.99
1470,247719,8043765,0.99
1471,260623,8519353,0.99
1472,272117,8871509,0.99
1473,176274,5729098,0.99
1474,243278,7929610,0.99
1475,270497,8872405,0.99
1476,142889,4643370,0.99
1477,282174,9186285,0.99
1478,270341,8856507,0.99
1479,199340,6480896,0.99
1480,222302,7289272,0.99
1481,224130,7285851,0.99
